10586.0,11,2018.0,정면,단어,KETI_SL_0000010586,가렵다
11005.0,11,2018.0,좌측면,단어,KETI_SL_0000011005,가렵다
11424.0,11,2018.0,우측면,단어,KETI_SL_0000011424,가렵다
11843.0,12,2018.0,정면,단어,KETI_SL_0000011843,가렵다
12262.0,12,2018.0,좌측면,단어,KETI_SL_0000012262,가렵다
12681.0,12,2018.0,우측면,단어,KETI_SL_0000012681,가렵다
13100.0,13,2018.0,정면,단어,KETI_SL_0000013100,가렵다
13519.0,13,2018.0,좌측면,단어,KETI_SL_0000013519,가렵다
13938.0,13,2018.0,우측면,단어,KETI_SL_0000013938,가렵다
14357.0,14,2018.0,정면,단어,KETI_SL_0000014357,가렵다
14776.0,14,2018.0,좌측면,단어,KETI_SL_0000014776,가렵다
15195.0,14,2018.0,우측면,단어,KETI_SL_0000015195,가렵다
15614.0,15,2018.0,정면,단어,KETI_SL_0000015614,가렵다
16033.0,15,2018.0,좌측면,단어,KETI_SL_0000016033,가렵다
16452.0,15,2018.0,우측면,단어,KETI_SL_0000016452,가렵다
16871.0,16,2018.0,정면,단어,KETI_SL_0000016871,가렵다
17290.0,16,2018.0,좌측면,단어,KETI_SL_0000017290,가렵다
17709.0,16,2018.0,우측면,단어,KETI_SL_0000017709,가렵다
18128.0,17,2018.0,정면,단어,KETI_SL_0000018128,가렵다
18547.0,17,2018.0,좌측면,단어,KETI_SL_0000018547,가렵다
18966.0,17,2018.0,우측면,단어,KETI_SL_0000018966,가렵다
19385.0,18,2018.0,정면,단어,KETI_SL_0000019385,가렵다
19804.0,18,2018.0,좌측면,단어,KETI_SL_0000019804,가렵다
20223.0,18,2018.0,우측면,단어,KETI_SL_0000020223,가렵다
20642.0,19,2018.0,정면,단어,KETI_SL_0000020642,가렵다
21061.0,19,2018.0,좌측면,단어,KETI_SL_0000021061,가렵다
21480.0,19,2018.0,우측면,단어,KETI_SL_0000021480,가렵다
21899.0,20,2018.0,정면,단어,KETI_SL_0000021899,가렵다
22318.0,20,2018.0,좌측면,단어,KETI_SL_0000022318,가렵다
22737.0,20,2018.0,우측면,단어,KETI_SL_0000022737,가렵다
23156.0,21,2018.0,정면,단어,KETI_SL_0000023156,가렵다
23575.0,21,2018.0,좌측면,단어,KETI_SL_0000023575,가렵다
23994.0,21,2018.0,우측면,단어,KETI_SL_0000023994,가렵다
24413.0,22,2018.0,정면,단어,KETI_SL_0000024413,가렵다
24832.0,22,2018.0,좌측면,단어,KETI_SL_0000024832,가렵다
25251.0,22,2018.0,우측면,단어,KETI_SL_0000025251,가렵다
25670.0,23,2018.0,정면,단어,KETI_SL_0000025670,가렵다
26089.0,23,2018.0,좌측면,단어,KETI_SL_0000026089,가렵다
26508.0,23,2018.0,우측면,단어,KETI_SL_0000026508,가렵다
26927.0,24,2018.0,정면,단어,KETI_SL_0000026927,가렵다
27346.0,24,2018.0,좌측면,단어,KETI_SL_0000027346,가렵다
27765.0,24,2018.0,우측면,단어,KETI_SL_0000027765,가렵다
28184.0,25,2018.0,정면,단어,KETI_SL_0000028184,가렵다
28603.0,25,2018.0,좌측면,단어,KETI_SL_0000028603,가렵다
29022.0,25,2018.0,우측면,단어,KETI_SL_0000029022,가렵다
29441.0,26,2018.0,정면,단어,KETI_SL_0000029441,가렵다
29860.0,26,2018.0,좌측면,단어,KETI_SL_0000029860,가렵다
30279.0,26,2018.0,우측면,단어,KETI_SL_0000030279,가렵다
30698.0,27,2018.0,정면,단어,KETI_SL_0000030698,가렵다
31117.0,27,2018.0,좌측면,단어,KETI_SL_0000031117,가렵다
31536.0,27,2018.0,우측면,단어,KETI_SL_0000031536,가렵다
31955.0,28,2018.0,정면,단어,KETI_SL_0000031955,가렵다
32374.0,28,2018.0,좌측면,단어,KETI_SL_0000032374,가렵다
32793.0,28,2018.0,우측면,단어,KETI_SL_0000032793,가렵다
33212.0,29,2018.0,정면,단어,KETI_SL_0000033212,가렵다
33631.0,29,2018.0,좌측면,단어,KETI_SL_0000033631,가렵다
34050.0,29,2018.0,우측면,단어,KETI_SL_0000034050,가렵다
34469.0,30,2018.0,정면,단어,KETI_SL_0000034469,가렵다
34888.0,30,2018.0,좌측면,단어,KETI_SL_0000034888,가렵다
35307.0,30,2018.0,우측면,단어,KETI_SL_0000035307,가렵다
35726.0,.,2018.0,정면,단어,KETI_SL_0000035726,가렵다
